"Donor","Donor_Name","HOMO/D","LUMO/D","Acceptor","Acceptor_Name","HOMO/A","LUMO/A","Voc","Jsc","FF","PCE","reference"
"CCCCCCCCC1=C(C)SC(C2=CC3=C(S2)C2=C(C=C(C4=CC(CCCCCCCC)=C(C5=CC6=C(S5)C(C5=CC(F)=C(CC(CCCCCC)CCCCCCCC)S5)=C5C=C(C)SC5=C6C5=CC(F)=C(CC(CCCCCC)CCCCCCCC)S5)S4)S2)C2=C3C(F)=C(F)C(F)=C2F)=C1","PFNT-F","-5.49","-3.51","CCCCCCCCCCCC1=C(/C=C2\C(=O)C3=C(C=C(F)C(F)=C3)C2=C(C#N)C#N)SC2=C1SC1=C2N(CCC(C)CC)C2=C1C1=NSN=C1C1=C2N(CCC(CC)CCCC)C2=C1SC1=C2SC(/C=C2\C(=O)C3=C(C=C(F)C(F)=C3)C2=C(C#N)C#N)=C1CCCCCCCCCCC","N3","-5.69","-3.89","0.853","26.56","0.799","18.1","G. D. Sharma, R. Pradhan, K. Khandelwal, R. Singhal, W. Liu, X. Zhu, A. Mishra, All-small-molecule efficient ternary organic solar cells employing a coumarin donor and two fullerene-free acceptors. J. Mater. Chem. C. 11, 1919–1926 (2023)."
"CCCCCCCCC1=C(C)SC(C2=CC3=C(S2)C2=C(C=C(C4=CC(CCCCCCCC)=C(C5=CC6=C(S5)C(C5=CC(Cl)=C(CC(CCCCCC)CCCCCCCC)S5)=C5C=C(C)SC5=C6C5=CC(Cl)=C(CC(CCCCCC)CCCCCCCC)S5)S4)S2)C2=C3C(F)=C(F)C(F)=C2F)=C1","PFNT-Cl","-5.51","-3.53","CCCCCCCCCCCC1=C(/C=C2\C(=O)C3=C(C=C(F)C(F)=C3)C2=C(C#N)C#N)SC2=C1SC1=C2N(CCC(C)CC)C2=C1C1=NSN=C1C1=C2N(CCC(CC)CCCC)C2=C1SC1=C2SC(/C=C2\C(=O)C3=C(C=C(F)C(F)=C3)C2=C(C#N)C#N)=C1CCCCCCCCCCC","N3","-5.69","-3.89","0.842","26.03","0.8","17.53","G. D. Sharma, R. Pradhan, K. Khandelwal, R. Singhal, W. Liu, X. Zhu, A. Mishra, All-small-molecule efficient ternary organic solar cells employing a coumarin donor and two fullerene-free acceptors. J. Mater. Chem. C. 11, 1919–1926 (2023)."
"CCCCCCC1=C(C)SC(C)=C1","P3HT","-5.1","-3.1","CCCCCCCCN1N=C2C(/C=C3S/C(N(C\3=O)CC)=C(C#N)\C#N)=CC=C(C2=N1)C4=CC5=C(C6=CC7=C(C8=C(C7(CCCCCCCC)CCCCCCCC)C=C(S8)C9=CC=C(C%10=NN(N=C9%10)CCCCCCCC)/C=C%11S/C(N(C/%11=O)CC)=C(C#N)\C#N)C=C6C5(CCCCCCCC)CCCCCCCC)S4","BTA3b","-5.53","-3.83","0.87","11.21","0.61","5.95","Y. Xiao, M. Du, Q. Nie, B. Xiao, Q. Guo, C. Dong, Y. Geng, Q. Guo, E. Zhou, Study on the side chain effect of A2-A1-D-A1-A2 type non-fullerene acceptors matched with P3HT. Dyes and Pigments. 197, 109949 (2022)."
"CCCCCCC1=C(C)SC(C)=C1","P3HT","-5.1","-3.1","CCCCCCCCN1N=C2C(/C=C3S/C(N(C\3=O)CC4=CC=CS4)=C(C#N)\C#N)=CC=C(C2=N1)C5=CC6=C(C7=CC8=C(C9=C(C8(C%10=CC=C(CCCCCC)C=C%10)C%11=CC=C(CCCCCC)C=C%11)C=C(S9)C%12=CC=C(C%13=NN(N=C%12%13)CCCCCCCC)/C=C%14S/C(N(C/%14=O)CC%15=CC=CS%15)=C(C#N)\C#N)C=C7C6(C%16=CC=C(CCCCCC)C=C%16)C%17=CC=C(CCCCCC)C=C%17)S5","BTA3f","-5.63","-3.89","0.89","10.01","0.69","6.15","Y. Xiao, M. Du, Q. Nie, B. Xiao, Q. Guo, C. Dong, Y. Geng, Q. Guo, E. Zhou, Study on the side chain effect of A2-A1-D-A1-A2 type non-fullerene acceptors matched with P3HT. Dyes and Pigments. 197, 109949 (2022)."
"CCCCCCC1=C(C)SC(C)=C1","P3HT","-5.1","-3.1","CCCCCCCCN1N=C2C(/C=C3S/C(N(C\3=O)CC)=C(C#N)\C#N)=CC=C(C2=N1)C4=CC5=C(C6=CC7=C(C8=C(C7(C9=CC=CC(OCCCCCC)=C9)C%10=CC(OCCCCCC)=CC=C%10)C=C(S8)C%11=CC=C(C%12=NN(N=C%11%12)CCCCCCCC)/C=C%13S/C(N(C/%13=O)CC)=C(C#N)\C#N)C=C6C5(C%14=CC=CC(OCCCCCC)=C%14)C%15=CC(OCCCCCC)=CC=C%15)S4","BTA3d","-5.63","-3.86","0.87","9.4","0.58","4.74","Y. Xiao, M. Du, Q. Nie, B. Xiao, Q. Guo, C. Dong, Y. Geng, Q. Guo, E. Zhou, Study on the side chain effect of A2-A1-D-A1-A2 type non-fullerene acceptors matched with P3HT. Dyes and Pigments. 197, 109949 (2022)."
"CCCCCCC1=C(C)SC(C)=C1","P3HT","-5.1","-3.1","CCCCN1N=C2C(/C=C3S/C(N(C\3=O)CC)=C(C#N)\C#N)=CC=C(C2=N1)C4=CC5=C(C6=CC7=C(C8=C(C7(C9=CC=C(CCCCCC)C=C9)C%10=CC=C(CCCCCC)C=C%10)C=C(S8)C%11=CC=C(C%12=NN(N=C%11%12)CCCC)/C=C%13S/C(N(C/%13=O)CC)=C(C#N)\C#N)C=C6C5(C%14=CC=C(CCCCCC)C=C%14)C%15=CC=C(CCCCCC)C=C%15)S4","BTA3e","-5.59","-3.84","0.9","8.7","0.7","5.48","Y. Xiao, M. Du, Q. Nie, B. Xiao, Q. Guo, C. Dong, Y. Geng, Q. Guo, E. Zhou, Study on the side chain effect of A2-A1-D-A1-A2 type non-fullerene acceptors matched with P3HT. Dyes and Pigments. 197, 109949 (2022)."
"CCCCCCC1=C(C)SC(C)=C1","P3HT","-5.1","-3.1","CCCCCCCCN1N=C2C(/C=C3S/C(N(C\3=O)CC)=C(C#N)\C#N)=CC=C(C2=N1)C4=CC5=C(C6=CC7=C(C8=C(C7(C9=CC=C(CCCCCC)S9)C%10=CC=C(CCCCCC)S%10)C=C(S8)C%11=CC=C(C%12=NN(N=C%11%12)CCCCCCCC)/C=C%13S/C(N(C/%13=O)CC)=C(C#N)\C#N)C=C6C5(C%14=CC=C(CCCCCC)S%14)C%15=CC=C(CCCCCC)S%15)S4","BTA3c","-5.69","-3.91","0.89","7.36","0.58","3.8","Y. Xiao, M. Du, Q. Nie, B. Xiao, Q. Guo, C. Dong, Y. Geng, Q. Guo, E. Zhou, Study on the side chain effect of A2-A1-D-A1-A2 type non-fullerene acceptors matched with P3HT. Dyes and Pigments. 197, 109949 (2022)."
"CCCCCCC1=C(C)SC(C)=C1","P3HT","-5.1","-3.1","CCCCCCSC1=C(C2=CC(CCCCCC)=C(/C=C3\SC(=S)N(CC)C3=O)S2)C2=NSN=C2C2=C1C1=NSN=C1C(C1=CC(CCCCCC)=C(/C=C3\SC(=S)N(CC)C3=O)S1)=C2SCCCCCC","SNTz-RD","-5.56","-3.52","0.75","5.79","0.41","1.78","C. Wang, J. Fang, C. Guan, Z. Hu, T. Wu, C. Xiao, W. Li, Effects of alkyl chains of benzothiadiazole-based conjugated polymers on the photovoltaic performance of non-fullerene organic solar cells. Polym. Chem. 14, 616–622 (2023)."
"CCCCCCC1=C(C)SC(C)=C1","P3HT","-5.1","-3.1","CCCCCCOC1=C(C2=CC(CCCCCC)=C(/C=C3\SC(=S)N(CC)C3=O)S2)C2=NSN=C2C2=C1C1=NSN=C1C(C1=CC(CCCCCC)=C(/C=C3\SC(=S)N(CC)C3=O)S1)=C2SCCCCCC","ONTz-RD","-5.45","-3.52","0.7","4.49","0.46","1.46","C. Wang, J. Fang, C. Guan, Z. Hu, T. Wu, C. Xiao, W. Li, Effects of alkyl chains of benzothiadiazole-based conjugated polymers on the photovoltaic performance of non-fullerene organic solar cells. Polym. Chem. 14, 616–622 (2023)."
"CCCCC(CC)CC1=C(C)SC(C2=C(F)C(F)=C(C3=CC(CC(CC)CCCC)=C(C4=CC5=C(S4)C(C4=CC(F)=C(CC(CC)CCCC)S4)=C4C=C(C)SC4=C5C4=CC(F)=C(CC(CC)CCCC)S4)S3)C3=NSN=C32)=C1","PBDT-TEhBT","-5.57","-3.58","CCCCCCC(CCCC)CC1=C(/C=C2\C(=O)C3=C(C=C(F)C(F)=C3)C2=C(C#N)C#N)SC2=C1SC1=C2N(CC(CC)CCCC)C2=C1C1=NSN=C1C1=C2N(CC(CC)CCCC)C2=C1SC1=C2SC(/C=C2\C(=O)C3=C(C=C(F)C(F)=C3)C2=C(C#N)C#N)=C1CC(CCCC)CCCCCC","L8-BO","-5.68","-3.9","0.9","24.53","0.7","15.55","S. Oh, M. Amjad, T. Ahn, S. K. Lee, Rational design of the S,N-heteroacene-based nonfullerene by introducing the fluorine atom for efficient high-performance organic solar cells. Bulletin of the Korean Chemical Society. n/a, doi:10.1002/bkcs.12674."
"CCCCCCCCCCCCC1=C(C)SC(C2=C(F)C(F)=C(C3=CC(CCCCCCCCCCCC)=C(C4=CC5=C(S4)C(C4=CC(F)=C(CC(CC)CCCC)S4)=C4C=C(C)SC4=C5C4=CC(F)=C(CC(CC)CCCC)S4)S3)C3=NSN=C32)=C1","PBDT-T12BT","-5.49","-3.56","CCCCCCC(CCCC)CC1=C(/C=C2\C(=O)C3=C(C=C(F)C(F)=C3)C2=C(C#N)C#N)SC2=C1SC1=C2N(CC(CC)CCCC)C2=C1C1=NSN=C1C1=C2N(CC(CC)CCCC)C2=C1SC1=C2SC(/C=C2\C(=O)C3=C(C=C(F)C(F)=C3)C2=C(C#N)C#N)=C1CC(CCCC)CCCCCC","L8-BO","-5.68","-3.9","0.79","16.87","0.43","5.75","S. Oh, M. Amjad, T. Ahn, S. K. Lee, Rational design of the S,N-heteroacene-based nonfullerene by introducing the fluorine atom for efficient high-performance organic solar cells. Bulletin of the Korean Chemical Society. n/a, doi:10.1002/bkcs.12674."
"CCCCC(CC)CC1=C(F)C=C(C2=C3C=C(C4=CC=C(C5=C6C(=O)C7=C(CC(CC)CCCC)SC(CC(C)CC)=C7C(=O)C6=C(C6=CC=C(C)S6)S5)S4)SC3=C(C3=CC(F)=C(CC(CC)CCCC)S3)C3=C2SC(C)=C3)S1","PBDB-T-2F","-5.45","-3.55","CCCCCCCCC(CCCCCCCC)N1C2=C(SC3=C2SC(/C=C2\C(=O)C4=C(C=C(F)C=C4)C2=C(C#N)C#N)=C3)C2=C1C1=C(C=C(/C=C3\C(=O)C4=C(C=C(F)C(F)=C4)C3=C(C#N)C#N)S1)S2","DTP-2F","-5.58","-4.19","0.69","21.51","0.71","10.4","C. Liu, Z. Wu, N. Qiu, C. Li, Y. Lu, Selenophene-Containing Small-Molecule Donor with a Medium Band Gap Enables High-Efficiency Ternary Organic Solar Cells. ACS Appl. Mater. Interfaces (2023), doi:10.1021/acsami.2c21776."
"CCCCC(CC)CC1=C(F)C=C(C2=C3C=C(C4=CC=C(C5=C6C(=O)C7=C(CC(CC)CCCC)SC(CC(C)CC)=C7C(=O)C6=C(C6=CC=C(C)S6)S5)S4)SC3=C(C3=CC(F)=C(CC(CC)CCCC)S3)C3=C2SC(C)=C3)S1","PBDB-T-2F","-5.45","-3.55","CCCCCCCCC(CCCCCCCC)N1C2=C(SC3=C2SC(/C=C2\C(=O)C4=C(C=CC=C4)C2=C(C#N)C#N)=C3)C2=C1C1=C(C=C(/C=C3\C(=O)C4=C(C=C(F)C=C4)C3=C(C#N)C#N)S1)S2","DTP-1F","-5.58","-4.12","0.77","21.42","0.68","11.18","C. Liu, Z. Wu, N. Qiu, C. Li, Y. Lu, Selenophene-Containing Small-Molecule Donor with a Medium Band Gap Enables High-Efficiency Ternary Organic Solar Cells. ACS Appl. Mater. Interfaces (2023), doi:10.1021/acsami.2c21776."
"CCCCC(CC)CC1=C(F)C=C(C2=C3C=C(C4=CC=C(C5=C6C(=O)C7=C(CC(CC)CCCC)SC(CC(C)CC)=C7C(=O)C6=C(C6=CC=C(C)S6)S5)S4)SC3=C(C3=CC(F)=C(CC(CC)CCCC)S3)C3=C2SC(C)=C3)S1","PBDB-T-2F","-5.45","-3.55","CCCCCCCCC(CCCCCCCC)N1C2=C(SC3=C2SC(/C=C2\C(=O)C4=C(C=CC=C4)C2=C(C#N)C#N)=C3)C2=C1C1=C(C=C(/C=C3\C(=O)C4=C(C=CC=C4)C3=C(C#N)C#N)S1)S2","DTP-0F","-5.56","-3.54","0.83","18.55","0.65","9.97","C. Liu, Z. Wu, N. Qiu, C. Li, Y. Lu, Selenophene-Containing Small-Molecule Donor with a Medium Band Gap Enables High-Efficiency Ternary Organic Solar Cells. ACS Appl. Mater. Interfaces (2023), doi:10.1021/acsami.2c21776."
"CCCCCCC(CCCC)CC1=C(C)SC(C2=CC3=C(S2)C2=C(C=C(C4=CC(CC(CCCC)CCCCCC)=C(C5=CC6=C(C7=CC=C(CC(CC)CCCC)S7)C7=C(C=C(C)S7)C(C7=CC=C(CC(CC)CCCC)S7)=C6S5)S4)S2)C2=NSN=C23)=C1","D18","-5.24","-3","CCCCCCCCCCCC1=C(/C=C2\C(=O)C3=C(C=C(F)C(F)=C3)C2=C(C#N)C#N)SC2=C1SC1=C2N(CC(CCCCCC)CCCCCCCC)C2=C1C1=NC3=C(C=C(F)C(F)=C3)N=C1C1=C2N(CC(CCCCCC)CCCCCCCC)C2=C1SC1=C2SC(/C=C2\C(=O)C3=C(C=C(F)C(F)=C3)C2=C(C#N)C#N)=C1CCCCCCCCCCC","CH-6F","-5.7","-3.85","0.899","25.54","0.734","16.86","S. Deng, W. Luo, L. Zhang, G. Xie, S. Lei, M. Luo, Z. Wu, D. Yuan, J. Liang, Z. Xie, J. Chen, Regioselective acylation attaching aromatic substituents in simple nonfullerene acceptors for efficient organic solar cells. J. Mater. Chem. A. 11, 3437–3445 (2023)."
"CCCCC(CC)CC1=C(F)C=C(C2=C3C=C(C4=CC=C(C5=C6C(=O)C7=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C7C(=O)C6=C(C6=CC=C(C)S6)S5)S4)SC3=C(C3=CC(F)=C(CC(CC)CCCC)S3)C3=C2SC(C)=C3)S1","PM6","-5.45","-3.64","CCCCC(CC)CC1(CC(CC)CCCC)C2=C(SC(CC3C(=O)C4=CC(F)=C(F)C=C4C3=C(C#N)C#N)=C2)C2=C1C=C(C1=C3C(=O)C4=C(C5=CC=CC=C5)SC(C5=CC=CC=C5)=C4C(=O)C3=C(C3=CC4=C(S3)C3SC(CC5C(=O)C6=CC(F)=C(F)C=C6C5=C(C#N)C#N)=CC3C4(CC(CC)CCCC)CC(CC)CCCC)S1)S2","Ph-BDD","-5.55","-3.93","0.86","24.07","0.65","13.64","J. Cai, Y. Fu, C. Guo, D. Li, L. Wang, C. Chen, D. Liu, W. Li, T. Wang, Realizing compact three-dimensional charge transport networks of asymmetric electron acceptors for efficient organic solar cells. Sci. China Chem. 66, 508–517 (2023)."
"CCCCC(CC)CC1=C(F)C=C(C2=C3C=C(C4=CC=C(C5=C6C(=O)C7=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C7C(=O)C6=C(C6=CC=C(C)S6)S5)S4)SC3=C(C3=CC(F)=C(CC(CC)CCCC)S3)C3=C2SC(C)=C3)S1","PM6","-5.45","-3.64","CCCCC1=CC=C(C2=C3C(=O)C4=C(C5=CC6=C(S5)C5=C(C=C(CC7C(=O)C8=CC(F)=C(F)C=C8C7=C(C#N)C#N)S5)C6(CC(CC)CCCC)CC(CC)CCCC)SC(C5=CC6=C(S5)C5SC(CC7C(=O)C8=CC(F)=C(F)C=C8C7=C(C#N)C#N)=CC5C6(CC(CC)CCCC)CC(CC)CCCC)=C4C(=O)C3=C(C3=CC=C(CCCC)C=C3)S2)C=C1","C4Ph-BDD","-5.59","-3.89","0.88","21.33","0.6","11.37","J. Cai, Y. Fu, C. Guo, D. Li, L. Wang, C. Chen, D. Liu, W. Li, T. Wang, Realizing compact three-dimensional charge transport networks of asymmetric electron acceptors for efficient organic solar cells. Sci. China Chem. 66, 508–517 (2023)."
"CCCCC(CC)CC1=C(F)C=C(C2=C3C=C(C4=CC=C(C5=C6C(=O)C7=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C7C(=O)C6=C(C6=CC=C(C)S6)S5)S4)SC3=C(C3=CC(F)=C(CC(CC)CCCC)S3)C3=C2SC(C)=C3)S1","PM6","-5.45","-3.64","CCCCCCCC1=C(/C=C2\C(=O)C3=CC(Cl)=C(Cl)C=C3C2=C(C#N)C#N)SC2=C1SC1=C2N(CC(CCCC)CCCCCC)C2=C1C1=NSN=C1C1=C2N(CC(CCCC)CCCCCC)C2=C1SC1=C2SC(/C=C2\C(=O)C3=C(C=C(F)C(F)=C3)C2=C(C#N)C#N)=C1CCCCCCC","C7BTP-BO-2Cl-2F","-5.62","-4.04","0.85","26.7","0.788","17.8","H. Feng, X. Meng, L. Fu, C. Liu, X. Yin, E. Zhu, Z. Li, G. Che, Chlorination effects of a non-fullerene acceptor based on a selenium heterocyclic core for high-efficiency organic solar cells. J. Mater. Chem. C (2023), doi:10.1039/D2TC05333K."
"CCCCC(CC)CC1=C(F)C=C(C2=C3C=C(C4=CC=C(C5=C6C(=O)C7=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C7C(=O)C6=C(C6=CC=C(C)S6)S5)S4)SC3=C(C3=CC(F)=C(CC(CC)CCCC)S3)C3=C2SC(C)=C3)S1","PM6","-5.45","-3.64","CCCCCCCC1=C(/C=C2\C(=O)C3=C(C=C(F)C(F)=C3)C2=C(C#N)C#N)SC2=C1SC1=C2N(CC(CCCC)CCCCCC)C2=C1C1=NSN=C1C1=C2N(CC(CCCC)CCCCCC)C2=C1SC1=C2SC(/C=C2\C(=O)C3=CC(Cl)=C(Cl)C=C3C2=C(C#N)C#N)=C1CCCCC","C5BTP-BO-2Cl-2F","-5.62","-4.03","0.85","25.54","0.757","16.5","H. Feng, X. Meng, L. Fu, C. Liu, X. Yin, E. Zhu, Z. Li, G. Che, Chlorination effects of a non-fullerene acceptor based on a selenium heterocyclic core for high-efficiency organic solar cells. J. Mater. Chem. C (2023), doi:10.1039/D2TC05333K."
"CCCCC(CC)CC1=C(F)C=C(C2=C3C=C(C4=CC=C(C5=C6C(=O)C7=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C7C(=O)C6=C(C6=CC=C(C)S6)S5)S4)SC3=C(C3=CC(F)=C(CC(CC)CCCC)S3)C3=C2SC(C)=C3)S1","PM6","-5.45","-3.64","CCCCCCCCCC1=C(/C=C2\C(=O)C3=CC=C(Cl)C=C3C2=C(C#N)C#N)SC2=C1SC1=C2N(CC(CCCC)CCCCCC)C2=C1C1=NSN=C1C1=C2N(CC(CCCC)CCCCCC)C2=C1SC1=C2SC(/C=C2\C(=O)C3=C(C=C(F)C(F)=C3)C2=C(C#N)C#N)=C1CCCCCCCCC","C9BTP-BO-2Cl-2F","-5.61","-4.02","0.86","25.5","0.783","17.1","H. Feng, X. Meng, L. Fu, C. Liu, X. Yin, E. Zhu, Z. Li, G. Che, Chlorination effects of a non-fullerene acceptor based on a selenium heterocyclic core for high-efficiency organic solar cells. J. Mater. Chem. C (2023), doi:10.1039/D2TC05333K."
"CCCCC(CC)CC1=C(F)C=C(C2=C3C=C(C4=CC=C(C5=C6C(=O)C7=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C7C(=O)C6=C(C6=CC=C(C)S6)S5)S4)SC3=C(C3=CC(F)=C(CC(CC)CCCC)S3)C3=C2SC(C)=C3)S1","PM6","-5.45","-3.64","CCCCCCCCCC1=C(/C=C2\C(=O)C3=CC=CC=C3C2=C(C#N)C#N)SC2=C1SC1=C2N(CC(CCCC)CCCCCC)C2=C1C1=NSN=C1C1=C2N(CC(CCCC)CCCCCC)C2=C1SC1=C2SC(/C=C2\C(=O)C3=C(C=C(F)C(F)=C3)C2=C(C#N)C#N)=C1CCCCCCCCC","C9BTP-BO-Cl-2F","-5.61","-3.98","0.89","23.8","0.746","15.9","H. Feng, X. Meng, L. Fu, C. Liu, X. Yin, E. Zhu, Z. Li, G. Che, Chlorination effects of a non-fullerene acceptor based on a selenium heterocyclic core for high-efficiency organic solar cells. J. Mater. Chem. C (2023), doi:10.1039/D2TC05333K."
"CCCCC(CC)CC1=C(F)C=C(C2=C3C=C(C4=CC=C(C5=C6C(=O)C7=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C7C(=O)C6=C(C6=CC=C(C)S6)S5)S4)SC3=C(C3=CC(F)=C(CC(CC)CCCC)S3)C3=C2SC(C)=C3)S1","PM6","-5.45","-3.64","CCCCCCCCCC1=C(/C=C2\C(=O)C3=C(C=C(F)C(F)=C3)C2=C(C#N)C#N)SC2=C1SC1=C2N(CC(CCCC)CCCCCC)C2=C1C1=NSN=C1C1=C2N(CC(CCCC)CCCCCC)C2=C1SC1=C2SC(/C=C2\C(=O)C3=C(C=C(Cl)S3)C2=C(C#N)C#N)=C1CCCCCCCCC","C9BTP-BO-ThCl-2F","-5.59","-3.91","0.92","21.6","0.654","13","H. Feng, X. Meng, L. Fu, C. Liu, X. Yin, E. Zhu, Z. Li, G. Che, Chlorination effects of a non-fullerene acceptor based on a selenium heterocyclic core for high-efficiency organic solar cells. J. Mater. Chem. C (2023), doi:10.1039/D2TC05333K."
"CCCCC(CC)CC1=C(F)C=C(C2=C3C=C(C4=CC=C(C5=C6C(=O)C7=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C7C(=O)C6=C(C6=CC=C(C)S6)S5)S4)SC3=C(C3=CC(F)=C(CC(CC)CCCC)S3)C3=C2SC(C)=C3)S1","PM6","-5.45","-3.64","CCCCCCCCCCCC1=C(/C=C2\C(=O)C3=C(C=C(Cl)C(Cl)=C3)C2=C(C#N)C#N)SC2=C1SC1=C2N(CC(CC)CCCC)C2=C1C1=N[Se]N=C1C1=C2N(CC(CC)CCCC)C2=C1SC1=C2SC(/C=C2\C(=O)C3=C(C=C(Cl)C(Cl)=C3)C2=C(C#N)C#N)=C1CCCCCCCCCCC","BTSeIC-4Cl","-5.51","-3.73","0.82","26.92","0.7311","16.14","Q. Shen, C. He, S. Li, L. Zuo, M. Shi, H. Chen, Mapping polymer donors with a non-fused acceptor possessing outward branched alkyl chains for efficient organic solar cells. J. Mater. Chem. A. 11, 3575–3583 (2023)."
"CCCCC(CC)CC1=C(F)C=C(C2=C3C=C(C4=CC=C(C5=C6C(=O)C7=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C7C(=O)C6=C(C6=CC=C(C)S6)S5)S4)SC3=C(C3=CC(F)=C(CC(CC)CCCC)S3)C3=C2SC(C)=C3)S1","PM6","-5.45","-3.64","CCCCCCCCCCCC1=C(/C=C2\C(=O)C3=C(C=CC(Cl)=C3)C2=C(C#N)C#N)SC2=C1SC1=C2N(CC(CC)CCCC)C2=C1C1=N[Se]N=C1C1=C2N(CC(CC)CCCC)C2=C1SC1=C2SC(/C=C2\C(=O)C3=C(C=CC(Cl)=C3)C2=C(C#N)C#N)=C1CCCCCCCCCCC","BTSeIC-2Cl-γ","-5.48","-3.7","0.86","23.72","0.7308","14.91","Q. Shen, C. He, S. Li, L. Zuo, M. Shi, H. Chen, Mapping polymer donors with a non-fused acceptor possessing outward branched alkyl chains for efficient organic solar cells. J. Mater. Chem. A. 11, 3575–3583 (2023)."
"CCCCC(CC)CC1=C(F)C=C(C2=C3C=C(C4=CC=C(C5=C6C(=O)C7=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C7C(=O)C6=C(C6=CC=C(C)S6)S5)S4)SC3=C(C3=CC(F)=C(CC(CC)CCCC)S3)C3=C2SC(C)=C3)S1","PM6","-5.45","-3.64","CCCCCCC(CCCC)CC1=C(/C=C2\C(=O)C3=C(C=C(F)C(F)=C3)C2=C(C#N)C#N)SC(C2=CC(C3=C(C(C)C)C=C(C(C)C)C=C3C(C)C)=C(C3=C(C4=C(C(C)C)C=C(C(C)C)C=C4C(C)C)C=C(C4=CC(CC(CCCC)CCCCCC)=C(/C=C5\C(=O)C6=C(C=C(F)C(F)=C6)C5=C(C#N)C#N)S4)S3)S2)=C1","BO-4T","-5.65","-3.9","0.897","22.94","0.7","14.33","C. Liu, Z. Wu, N. Qiu, C. Li, Y. Lu, Selenophene-containing benzodithiophene based donors with different alkyl chains in terminal groups for high-performance all-small-molecule organic solar cells. New J. Chem. 47, 2840–2846 (2023)."
"CCCCC(CC)CC1=C2C(=O)C3=C(C4=CC=C(C)S4)SC(C4=CC=C(C)S4)=C3C(=O)C2=C(CC(CC)CCCC)S1","PBDB-T","-5.34","-3.44","CCCCCCC(CCCC)CC1=C(/C=C2\C(=O)C3=C(C=C(F)C(F)=C3)C2=C(C#N)C#N)SC(C2=CC(C3=C(C(C)C)C=C(C(C)C)C=C3C(C)C)=C(C3=C(C4=C(C(C)C)C=C(C(C)C)C=C4C(C)C)C=C(C4=CC(CC(CCCC)CCCCCC)=C(/C=C5\C(=O)C6=C(C=C(F)C(F)=C6)C5=C(C#N)C#N)S4)S3)S2)=C1","BO-4T","-5.65","-3.9","0.82","22.62","0.58","10.8","C. Liu, Z. Wu, N. Qiu, C. Li, Y. Lu, Selenophene-containing benzodithiophene based donors with different alkyl chains in terminal groups for high-performance all-small-molecule organic solar cells. New J. Chem. 47, 2840–2846 (2023)."
"CCCCCCCCC(CCCCCC)CN1N=C2C(=N1)C(C1=CC=C(C)S1)=C(F)C(F)=C2C1=CC=C(C)S1","J52","-5.21","-2.99","CCCCCCC(CCCC)CC1=C(/C=C2\C(=O)C3=C(C=C(F)C(F)=C3)C2=C(C#N)C#N)SC(C2=CC(C3=C(C(C)C)C=C(C(C)C)C=C3C(C)C)=C(C3=C(C4=C(C(C)C)C=C(C(C)C)C=C4C(C)C)C=C(C4=CC(CC(CCCC)CCCCCC)=C(/C=C5\C(=O)C6=C(C=C(F)C(F)=C6)C5=C(C#N)C#N)S4)S3)S2)=C1","BO-4T","-5.65","-3.9","0.741","23.11","0.68","11.63","C. Liu, Z. Wu, N. Qiu, C. Li, Y. Lu, Selenophene-containing benzodithiophene based donors with different alkyl chains in terminal groups for high-performance all-small-molecule organic solar cells. New J. Chem. 47, 2840–2846 (2023)."
"CCCCCCC(CCCC)CC1=C(C)SC(C2=CC3=C(S2)C2=C(C=C(C4=CC(CC(CCCC)CCCCCC)=C(C5=CC6=C(C7=CC=C(CC(CC)CCCC)S7)C7=C(C=C(C)S7)C(C7=CC=C(CC(CC)CCCC)S7)=C6S5)S4)S2)C2=NSN=C23)=C1","D18","-5.52","-3.47","CCCCCCC(CCCC)CC1=C(/C=C2\C(=O)C3=C(C=C(F)C(F)=C3)C2=C(C#N)C#N)SC(C2=CC(C3=C(C(C)C)C=C(C(C)C)C=C3C(C)C)=C(C3=C(C4=C(C(C)C)C=C(C(C)C)C=C4C(C)C)C=C(C4=CC(CC(CCCC)CCCCCC)=C(/C=C5\C(=O)C6=C(C=C(F)C(F)=C6)C5=C(C#N)C#N)S4)S3)S2)=C1","BO-4T","-5.65","-3.9","0.964","19.97","0.58","11.24","C. Liu, Z. Wu, N. Qiu, C. Li, Y. Lu, Selenophene-containing benzodithiophene based donors with different alkyl chains in terminal groups for high-performance all-small-molecule organic solar cells. New J. Chem. 47, 2840–2846 (2023)."
